plot,grid,evacuation_datetime,collection_datetime,mean_vwc_m3m3_15cm,min_vwc_m3m3_15cm,max_vwc_m3m3_15cm,doc_mg_l,tdn_mg_l,Total_Volume_mL
Saltwater,F6,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,0.3099684509090909,0.276613165,0.355527541,10.4,0.57,24.5
Saltwater,F6,2022-06-22T16:47:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,5.09,0.36,24.5
Saltwater,F6,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,5.3,0.52,67
Saltwater,F6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,5.81,0.39,92
Saltwater,F6,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,4.94,0.41,25
Saltwater,F6,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,12.87,0.66,25
Saltwater,F6,2022-09-09T14:40:00Z,2022-09-12T15:20:00Z,0.18456835561347315,0.136662724,0.288847531,13.25,0.61,25
Saltwater,F6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,44.55,1.46,25
Saltwater,F6,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,0.31211603920795894,0.280635688,0.360384049,42.99,1.39,25
Saltwater,F6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,42.55,1.45,45.5
Saltwater,F6,2023-04-14T13:54:00Z,2023-04-17T14:06:00Z,0.32814354456687117,0.289584541,0.375135886,42.05,1.4,25
Saltwater,F6,2023-05-12T15:06:00Z,2023-05-15T19:59:00Z,0.3014932949176448,0.278785405,0.340019299,50.96,1.67,44
Saltwater,F6,2023-06-12T13:22:00Z,2023-06-14T16:42:00Z,0.28136677858692893,0.241655617,0.342548407,4.09,0.34,25
Saltwater,F6,2023-06-23T16:56:00Z,2023-06-27T18:02:00Z,0.28355214389641736,0.24005359,0.346248973,3.83,0.3,25
Saltwater,F6,2023-07-05T18:30:00Z,2023-07-07T14:50:00Z,0.2664441254425996,0.229972069,0.32403394,4.3,0.35,26.5
Saltwater,F6,2023-08-04T16:28:00Z,2023-08-07T14:37:00Z,0.2788891630143971,0.235084591,0.326803546,9.42,0.43,25
Saltwater,F6,2023-09-29T19:25:00Z,2023-10-02T15:16:00Z,0.2744036331957955,0.247768921,0.325116181,30.33,1.11,44
Saltwater,F6,2023-11-13T16:52:00Z,2023-11-16T16:48:00Z,0.26375331533708957,0.19055755,0.324701128,20.01,0.93,20
Saltwater,F6,2023-12-05T15:46:00Z,2023-12-08T15:49:00Z,0.307074659983702,0.289235431,0.358727716,38.61,1.23,36
Saltwater,F6,2023-12-08T15:49:00Z,2023-12-11T17:02:00Z,0.3139950606466552,0.288533332,0.368650198,34.86,1.09,51.142857142857146
Saltwater,H3,2022-06-09T15:59:00Z,2022-06-15T15:59:00Z,0.30442250402150683,0.25452226,0.372032686,20.06,0.06,53
Saltwater,H3,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,6.53,0.57,48.333333333333336
Saltwater,H3,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,5.83,0.49,105
Saltwater,H3,2022-07-18T15:59:00Z,2022-07-21T15:59:00Z,0.2832305098149403,0.255523042,0.338704318,86.27,2.94,25
Saltwater,H3,2022-08-08T15:59:00Z,2022-08-11T15:59:00Z,0.29426735003568827,0.254817064,0.358502734,83.08,2.97,20
Saltwater,H3,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,0.2443694637707254,0.150235345,0.323521912,86.81,2.78,25
Saltwater,H3,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,109.2,4.39,25
Saltwater,H3,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,0.31211603920795894,0.280635688,0.360384049,35.85,1.08,25
Saltwater,H3,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,0.3294178825984059,0.301714174,0.364891447,24.3,0.95,25
Saltwater,H3,2023-05-12T17:47:00Z,2023-05-15T20:05:00Z,0.30130754478699284,0.278393626,0.338692681,24.18,0.84,44
Saltwater,H3,2023-06-23T16:52:00Z,2023-06-27T17:29:00Z,0.28353869799804116,0.24005359,0.346248973,4.37,0.31,25
Saltwater,H3,2023-08-07T15:59:00Z,2023-08-10T15:59:00Z,0.30141314901098354,0.231275413,0.354115585,40.67,1.35,22
Saltwater,H3,2023-09-29T15:28:00Z,2023-10-02T14:55:00Z,0.27460915202507347,0.247768921,0.325717426,53.81,1.86,44
Saltwater,H3,2023-12-05T15:57:00Z,2023-12-08T17:13:00Z,0.30704925649189396,0.289235431,0.358727716,26.05,0.79,36
Saltwater,H6,2022-06-22T15:59:00Z,2022-06-22T16:47:00Z,0.3099684509090909,0.276613165,0.355527541,7.25,0.37,48.333333333333336
Saltwater,H6,2022-06-22T16:47:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,15.52,1.65,48.333333333333336
Saltwater,H6,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,7.4,0.39,30
Saltwater,H6,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,10.3,0.71,110
Saltwater,H6,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,38.01,1.29,25
Saltwater,H6,2022-09-12T15:12:00Z,2022-09-15T15:58:00Z,0.2443694637707254,0.150235345,0.323521912,45.66,1.45,22
Saltwater,H6,2022-10-17T19:40:00Z,2022-10-19T20:20:00Z,0.2768453109864691,0.239429071,0.318436543,27.6,0.89,25
Saltwater,H6,2022-11-25T17:45:00Z,2022-11-28T19:02:00Z,0.31211603920795894,0.280635688,0.360384049,28.31,0.91,25
Saltwater,H6,2023-01-30T16:30:00Z,2023-02-02T17:30:00Z,0.33036558489527845,0.300538837,0.366008599,19.65,0.76,45.5
Saltwater,H6,2023-04-14T15:59:00Z,2023-04-17T15:59:00Z,0.3283045765710769,0.289584541,0.375135886,36.41,1.08,25
Saltwater,H6,2023-05-12T17:36:00Z,2023-05-15T20:15:00Z,0.3013122953242976,0.278393626,0.338840083,27.36,0.67,44
Saltwater,H6,2023-06-07T20:34:00Z,2023-06-08T17:49:00Z,0.30458651839187056,0.266260114,0.351698968,4.39,0.39,39.666666666666664
Saltwater,H6,2023-06-08T15:59:00Z,2023-06-12T15:59:00Z,0.28113242837637986,0.241364692,0.345492568,5.19,0.42,28.5
Saltwater,H6,2023-06-12T13:17:00Z,2023-06-14T17:18:00Z,0.281285359320869,0.241655617,0.342548407,5.28,0.3,25
Saltwater,H6,2023-06-23T16:55:00Z,2023-06-27T17:17:00Z,0.283535834293515,0.24005359,0.346248973,4.82,0.26,25
Saltwater,H6,2023-08-07T14:06:00Z,2023-08-10T16:26:00Z,0.30060968752272726,0.231275413,0.354115585,49.79,1.55,22
Saltwater,I5,2022-06-09T15:59:00Z,2022-06-13T15:59:00Z,0.2978212790595145,0.259537807,0.348824629,14.77,1.28,24
Saltwater,I5,2022-06-22T15:59:00Z,2022-06-22T20:14:00Z,0.3122544936515748,0.273862954,0.357998464,11.85,1.25,38
Saltwater,I5,2022-06-22T20:14:00Z,2022-06-23T13:41:00Z,0.3047860193723527,0.25696603,0.357998464,15.07,1.9,92
Saltwater,I5,2022-06-23T15:59:00Z,2022-06-24T16:15:00Z,0.2985735829616183,0.257000941,0.353169109,15.9,1.5,127
Saltwater,I5,2022-07-14T15:20:00Z,2022-07-18T16:05:00Z,0.28056910296122073,0.238862737,0.360197857,15.02,1.07,25
Saltwater,I5,2022-08-05T16:55:00Z,2022-08-08T17:56:00Z,0.30362316943717726,0.269549506,0.35731576,20.27,0.82,25
Saltwater,I5,2023-02-02T15:40:00Z,2023-02-06T15:55:00Z,0.3294178825984059,0.301714174,0.364891447,85.4,3.13,25
Saltwater,I5,2023-06-07T11:58:00Z,2023-06-07T20:45:00Z,0.31141546811227405,0.283378141,0.351280036,11.37,0.72,39.666666666666664
Saltwater,I5,2023-08-04T15:59:00Z,2023-08-07T15:59:00Z,0.27880564558335774,0.234782029,0.326869489,18.75,1.55,25
Saltwater,I5,2023-08-07T14:12:00Z,2023-08-10T16:14:00Z,0.3006617402509715,0.231275413,0.354115585,48.78,1.45,25
